node_id,node_name,requirement_number,standard_id,official_title,official_description,purpose_and_intent,key_implementation_requirements,sub_requirements,testing_guidance,applies_to_entity_type,criticality,pci_requirement_reference
req_001,Firewall Configuration,1,std_001,Install and Maintain Network Security Controls,"Firewalls protect the cardholder data environment from unauthorized network access. NSCs (Network Security Controls) control all inbound and outbound network traffic with a default-deny-all policy. Firewall rules must be documented and reviewed at least every six months. CDE is defined to include all components that store, process, or transmit cardholder data or sensitive authentication data. Network segmentation isolates the CDE from other networks using firewalls, routers, or other network segmentation controls.","Establish network security controls to protect the cardholder data environment from unauthorized network access. Implement a firewall architecture that blocks all traffic by default and allows only specifically authorized traffic based on business need. Maintain firewall rules and configurations in a documented manner reviewed regularly to ensure they continue to meet security objectives.","Firewall rules documented and approved; Default-deny-all policy implemented; Rules reviewed at least every 6 months; Network segmentation separating CDE from non-CDE; All inbound and outbound traffic subject to firewall rules; Firewall log review; Change management for firewall rules; High-availability firewall configurations; DMZ implementation if applicable; External firewall testing","1.1|1.2|1.3|1.4|1.5|1.6|1.7","Merchant;Service Provider;Acquirer","Critical","PCI DSS v4.0.1 Requirement 1: Install and Maintain Network Security Controls"
req_002,Default Security Parameters,2,std_001,Apply Secure Configurations to All System Components,"All system components must be configured with non-default, secure configurations. Vendor-supplied default accounts must be removed or disabled. Vendor-supplied default passwords must be changed. Insecure services, protocols, and ports must be identified, classified, and disabled unless business justified. All system components must have documented and implemented configuration standards addressing known security vulnerabilities.","Eliminate default security weaknesses and backdoors in all system components. Configure systems to operate securely out-of-the-box with secure defaults. Reduce the attack surface by disabling unnecessary services and using only secure communication protocols. Maintain security configuration standards to ensure consistent secure configuration across all system components.","Configuration standards documented; Default accounts removed or disabled; Vendor defaults changed for all systems; Insecure services disabled (unless documented business justification); Security patches and updates applied; Configuration baselines established; Regular configuration reviews; Hardening guidelines implemented; Secure protocols enforced (TLS 1.2+); Unnecessary ports disabled","2.1|2.2|2.3|2.4|2.5|2.6|2.7","Merchant;Service Provider;Acquirer","High","PCI DSS v4.0.1 Requirement 2: Apply Secure Configurations to All System Components"
req_003,Protect Stored Cardholder Data,3,std_001,Protect Stored Cardholder Data,"Render cardholder data unreadable at all points where it is stored through encryption, tokenization, truncation, hash-based mechanisms, or other strong cryptography. Sensitive Authentication Data (SAD) cannot be stored after transaction authorization under any circumstances, with limited exceptions for issuers. Account data storage must be kept to minimum based on business need. Formal data retention, deletion, and disposal policies must be established. PAN must be rendered unreadable in display and storage. Key management processes must be implemented with encryption key storage in HSMs/KMS.","Protect stored cardholder data by rendering it unreadable to prevent unauthorized access. Implement strong encryption for any stored PAN. Establish clear data retention policies ensuring data is not kept longer than necessary. Never store sensitive authentication data after transaction completion. Minimize the amount of account data stored and implement secure deletion procedures.","Data minimization policy documented; PAN rendered unreadable (encryption, tokenization, truncation, hashing); SAD never stored post-authorization; Retention policies documented and enforced; Encryption algorithm AES-256 or stronger; Key management HSM/KMS; Key rotation quarterly or semi-annually; Data deletion procedures documented and enforced; Access restrictions to stored data; Encryption key protection","3.1|3.2|3.3|3.4|3.5|3.6|3.7","Merchant;Service Provider","Critical","PCI DSS v4.0.1 Requirement 3: Protect Stored Cardholder Data (Requirement 3.1 - 3.7)"
req_004,Encrypt Transmission of Cardholder Data,4,std_001,Protect Cardholder Data with Strong Cryptography During Transmission,"All cardholder data transmitted over public networks must be protected with strong cryptography (TLS 1.2 or higher). Encryption strength appropriate for the data being transmitted. Strong encryption protocols only; no fallback to insecure versions. Certificates must be valid and not expired. Point-to-Point Encryption (P2PE) may be used for payment card acceptance in physical locations. End-to-end encryption protects data from point of entry to processing system.","Protect cardholder data during transmission over public and open networks using strong cryptography. Encrypt all transmissions between systems storing/processing cardholder data. Implement TLS 1.2 minimum for all encryption. Disable support for weak cryptographic versions. Validate certificates and implement proper certificate management. Protect encryption keys appropriately.","TLS 1.2+ enforced; HTTPS for web applications; No fallback to SSL or weak protocols; Valid, non-expired certificates; Certificate pinning where applicable; Strong cipher suites; Key management for encryption keys; IPSec/VPN for network traffic; Encryption protocols documented; Regular testing of encryption effectiveness","4.1|4.2|4.3|4.4","Merchant;Service Provider;Acquirer","Critical","PCI DSS v4.0.1 Requirement 4: Protect Cardholder Data with Strong Cryptography During Transmission"
req_005,Malware Protection,5,std_001,Protect All Systems Against Malware,"Anti-malware software must be deployed on all system components that can be affected by malicious software. Anti-malware tools must be actively running and kept current. Mechanisms must be capable of detecting, alerting on, and removing malware. Mechanisms must protect systems from malware and malicious activity. System logs must capture malware-related events and alerts.","Protect all system components from malicious software attacks. Deploy anti-malware tools on all systems that could be affected by malware. Maintain anti-malware definitions and tools current through automatic updates. Monitor systems for malware detection and respond to alerts. Prevent unauthorized software installation and use.","Anti-malware installed on all in-scope systems; Automatic updates enabled; Regular scans performed; Alerts generated for detected malware; Malware definitions current; Mechanisms actively running; Malware removed/quarantined automatically; System logs capture anti-malware alerts; Regular monitoring of anti-malware tool status","5.1|5.2|5.3|5.4|5.5","Merchant;Service Provider;Acquirer","High","PCI DSS v4.0.1 Requirement 5: Protect All Systems Against Malware"
req_006,Secure Development,6,std_001,Develop and Maintain Secure Systems and Applications,"Security patches applied timely (critical vulnerabilities within 30 days). Systems protected from known vulnerabilities. Secure development practices including design, coding, testing, and patching implemented. Security controls included in development. Source code reviewed. Vulnerabilities identified and remediated. Web applications secured against attacks. Application firewalls implemented. Secure Software Development Lifecycle (SDLC) practices enforced. Third-party libraries and components managed.","Develop and maintain secure systems and applications throughout their lifecycle. Implement secure coding practices and conduct regular vulnerability scanning. Apply security patches promptly, with critical patches within 30 days. Follow secure SDLC practices integrating security at every stage. Prevent vulnerabilities from being introduced via code or third-party components. Maintain secure configurations and patch management.","Patch management process documented; Critical patches applied within 30 days; System inventory maintained; Vulnerability scanning quarterly; Penetration testing annually; Code review process; Secure coding practices; Configuration management; Source code security; Application firewall deployed; Third-party library management; Vulnerability tracking and remediation","6.1|6.2|6.3|6.4|6.5|6.6|6.7|6.8|6.9|6.10|6.11|6.12","Merchant;Service Provider;Acquirer","High","PCI DSS v4.0.1 Requirement 6: Develop and Maintain Secure Systems and Applications"
req_007,Restrict Access to Cardholder Data,7,std_001,Restrict Access to Cardholder Data by Business Need To Know,"Access to cardholder data must be restricted based on principle of least privilege. Only personnel with documented business need should have access. Physical and logical access must be authorized and documented. Access based on business need and documented job titles/functions. Access reviewed regularly (at least annually). Access removed when no longer needed. Segregation of duties enforced. Access request and approval process documented.","Limit access to cardholder data strictly to those with a documented business need. Implement role-based access control (RBAC) with roles defined by job title and function. Grant access based on principle of least privilege. Review access regularly and remove unnecessary access. Maintain documentation of who has access to what data.","Access matrix documented; RBAC implemented; Least privilege enforced; Access based on documented business need; Job titles/functions define access; Access reviews conducted; Unnecessary access removed; Segregation of duties; Access request approval process; Termination procedures include access revocation","7.1|7.2|7.3|7.4","Merchant;Service Provider","High","PCI DSS v4.0.1 Requirement 7: Restrict Access to Cardholder Data by Business Need To Know"
req_008,User Identification and Authentication,8,std_001,Identify Users and Restrict Access Through Authentication,"User identities must be issued and managed. Unique user IDs for each person with access to systems. User authentication mechanisms must prevent unauthorized access. Strong passwords required (minimum 12 characters, complexity). Multi-factor authentication (MFA) required for all access to CDE (including administrative and remote access). Exceptions for phishing-resistant authentication factors. Password management policies enforced. Session timeouts configured. Account management documented. User access disabled after inactivity.","Enforce unique user identification and strong authentication to prevent unauthorized access. Implement multi-factor authentication for all CDE access. Enforce strong password policies with minimum 12 characters and complexity. Disable accounts after inactivity period (90 days recommended). Use secure authentication mechanisms preventing unauthorized access. Manage user accounts through formal processes.","Unique user IDs assigned; MFA enabled for all CDE access; Password requirements: 12+ characters, complexity; Password history (4 previous not reused); Account lockout after failed attempts; Session timeout configured (15 min. inactive); Inactive account disablement (90 days); Account removal process; Terminal/remote access authentication; Authentication testing; MFA functioning and enforced","8.1|8.2|8.3|8.4|8.5|8.6|8.7|8.8","Merchant;Service Provider;Acquirer","High","PCI DSS v4.0.1 Requirement 8: Identify Users and Restrict Access Through Authentication"
req_009,Restrict Physical Access,9,std_001,Restrict Physical Access to Cardholder Data,"Physical access to facilities housing cardholder data systems must be restricted. Access controls such as badges, locks, or surveillance must be implemented. Visitor access must be logged and monitored. Physical storage of cardholder data (backup media, tapes) must be protected. Asset inventory of physical devices maintained. Media classified and securely destroyed/disposed. Off-site backups protected. Portable computing devices carrying cardholder data protected. Work in secure areas follows clear desk/clear screen policy.","Prevent unauthorized physical access to systems and facilities housing cardholder data. Implement physical security controls restricting access to authorized personnel. Monitor and log visitor access. Protect physical storage media containing cardholder data. Ensure secure disposal of media and equipment. Maintain current inventory of equipment with cardholder data.","Physical access controls (badges, keys, biometric); Visitor logs maintained; Video surveillance; Secure disposal procedures; Media inventory; Clear desk/screen policy; Off-site backup security; Equipment inventory tracking; Physical storage protections; Cabling security; Locked cabinets for backup media; Secure media destruction process","9.1|9.2|9.3|9.4|9.5|9.6|9.7","Merchant;Service Provider","Medium","PCI DSS v4.0.1 Requirement 9: Restrict Physical Access to Cardholder Data"
req_010,Track and Monitor Network Access,10,std_001,Log and Monitor All Access to Cardholder Data and CDE,"All system components must log user access to cardholder data. Logs must capture user identification, date, time, resource accessed, type of access, and success/failure. Logs must be protected from tampering and deletion. Logs must be reviewed regularly (at least daily or via automated tools). Alerts configured for suspicious activity. Logs retained for minimum 12 months (3 months online). Log review process documented. Centralized log management (SIEM) recommended. User activity monitoring and anomaly detection.","Monitor and track all access to cardholder data and CDE to detect unauthorized access. Maintain audit logs recording who accessed what, when, and whether successful. Protect logs from modification or deletion. Review logs regularly to identify suspicious activity and anomalies. Respond to identified security events.","Logging enabled on all systems; Logs capture: timestamp, user ID, resource, action type, success/failure; Log protection (tamper-proof); Daily/automated log review; Alerts for suspicious activity; 12-month minimum retention; 3 months online; User activity monitoring; Real-time alerting for critical events; Log aggregation (SIEM); Anomaly detection; Forensic log preservation","10.1|10.2|10.3|10.4|10.5|10.6|10.7","Merchant;Service Provider;Acquirer","High","PCI DSS v4.0.1 Requirement 10: Log and Monitor All Access to Cardholder Data and CDE"
