node_id,node_name,node_type,definition,official_description,applicable_to,organization_owner,version,status,key_features
glba_fi_001,Commercial Bank,Entity,"A depository financial institution offering checking and savings accounts, consumer loans, commercial loans, mortgages, and various financial services to individuals and businesses. Commercial banks are subject to GLBA compliance through multiple federal regulators depending on charter type.","Federally chartered commercial banks operate under Office of the Comptroller of the Currency (OCC) supervision. State-chartered member banks of Federal Reserve System operate under Federal Reserve Board supervision. State-chartered non-member banks operate under FDIC supervision. All commercial banks are subject to GLBA's Financial Privacy Rule, Safeguards Rule, and Pretexting Protection. Must designate Privacy Officer, maintain information security program, provide privacy notices, implement multi-factor authentication, conduct annual penetration testing, and report breaches to FTC if 500+ individuals affected. Subject to regular GLBA examinations by regulator.","Retail customers (individuals), commercial customers (businesses), institutional customers (large corporations), government entities, non-profit organizations","Chartered by OCC (federal), State Banking Commissioner (state member or non-member), subject to oversight by Federal Reserve (member banks) or FDIC (non-member banks)","GLBA Section 509; 15 USC 6809; Bank Holding Company Act Section 4(k); 12 CFR Part 1016 and 314","Active and Enforced","Offers deposit accounts (checking, savings); Provides lending services (mortgages, auto loans, personal loans, commercial loans); Offers payment processing and wire transfer services; Issues credit cards; Provides investment and financial advice; Must provide initial privacy notice at account opening; Must provide annual privacy notices; Must comply with Safeguards Rule (nine elements); Must encrypt data at rest (AES-256) and in transit (TLS 1.2+); Must implement MFA for customer information access; Must conduct quarterly vulnerability assessments and annual penetration testing; Must provide security awareness training to all personnel; Must have incident response plan and breach notification procedures; Must conduct annual written risk assessments; Must designate qualified individual (CISO/Security Officer) with board authority"
glba_fi_002,Credit Union,Entity,"Member-owned cooperative financial institution providing deposit and loan products to members. Credit unions are chartered and regulated by National Credit Union Administration (NCUA) for federally chartered institutions or state banking regulators for state-chartered institutions. Subject to GLBA compliance requirements.","Federally chartered credit unions supervised by NCUA. State-chartered credit unions may be NCUA-insured or state-insured. All credit unions significantly engaged in financial activities for consumer purposes are subject to GLBA Financial Privacy Rule, Safeguards Rule, and Pretexting Protection. Must provide privacy notices (initial and annual) to all members. Must implement comprehensive information security program with nine required elements. Must designate qualified individual responsible for information security. Must encrypt all member data at rest and in transit. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training. Must have written incident response plan and breach notification procedures. Subject to NCUA or state regulator GLBA examinations.","Credit union members (individuals and businesses), organizations obtaining financial products and services from credit unions for personal, family, or household purposes","Chartered by NCUA (federal credit unions) or State Banking Authority (state credit unions); Regulated by NCUA or State Insurance Commissioner","GLBA Section 509; 15 USC 6809; NCUA Regulations 12 CFR Part 748 (Security Guidelines); 12 CFR Part 1016 (Privacy)","Active and Enforced","Offers member deposit accounts (shares, share drafts); Provides consumer and commercial loans; Offers mortgages and home equity lines of credit; Provides payment services and wire transfers; Issues credit and debit cards; Offers financial planning services; Must provide initial privacy notice to new members; Must provide annual privacy notices to existing members; Must implement GLBA-compliant information security program; Must maintain written risk assessments; Must encrypt member data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for systems accessing member information; Must conduct biannual/quarterly vulnerability assessments; Must conduct annual penetration testing; Must provide mandatory security awareness training to all staff; Must have documented incident response plan; Must designate security officer with organizational authority"
glba_fi_003,Mortgage Broker,Entity,"Business entity that acts as intermediary between borrowers seeking mortgages and lenders providing mortgage funds. Mortgage brokers collect consumer financial information in connection with loan origination and processing. Subject to FTC jurisdiction under GLBA for institutions not regulated by OCC, Federal Reserve, FDIC, or NCUA.","Mortgage brokers engage in activity financial in nature (lending) and are generally subject to FTC jurisdiction under GLBA unless also regulated as bank holding company or bank. Must provide privacy notices describing how nonpublic personal information is collected and shared. Must implement information security program appropriate to size, complexity, and data sensitivity. Must conduct risk assessments and implement administrative, technical, and physical safeguards. Must encrypt borrower information at rest and in transit. Must implement MFA for staff accessing borrower data. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training. Must have incident response plan. Must prevent pretexting through identity verification and employee training. Subject to FTC enforcement under GLBA.","Borrowers seeking home financing, refinancing, and home equity loans; Property owners; Commercial real estate investors","State and local regulators; FTC (federal non-bank regulator); State Attorneys General","GLBA Section 509; 15 USC 6809; FTC Safeguards Rule 16 CFR Part 314; Regulation P 16 CFR Part 1016","Active and Enforced","Acts as intermediary between borrowers and lenders; Collects borrower financial and employment information; Processes mortgage applications; Analyzes loan terms and structures; Arranges funding from lenders; Must provide privacy notice describing NPI collection and sharing practices; Must disclose affiliate and non-affiliate third parties receiving information; Must provide opt-out rights for non-affiliated third party sharing; Must implement information security program (Safeguards Rule compliant); Must conduct periodic written risk assessments; Must encrypt all borrower data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for customer information system access; Must conduct quarterly or biannual vulnerability scans; Must conduct annual penetration testing; Must provide security awareness training covering GLBA requirements and phishing prevention; Must maintain incident response plan with 30-day FTC breach notification requirement; Must prevent pretexting through identity verification and staff training"
glba_fi_004,Insurance Company,Entity,"Business providing insurance products including life, property and casualty, health, accident and health, mortgage guarantee, title, and other insurance coverages to consumers. Insurance companies are regulated by state insurance commissioners and subject to GLBA requirements for information security and privacy.","Insurance companies significantly engaged in providing insurance products and services are financial institutions under GLBA. Subject to state insurance commissioners' enforcement of GLBA requirements. Must provide privacy notices to policyholders describing how nonpublic personal information is collected, used, and disclosed. Must implement comprehensive information security program meeting Safeguards Rule requirements. Must conduct risk assessments and implement administrative, technical, and physical safeguards. Must encrypt policyholder information at rest and in transit. Must implement MFA for access to policyholder systems. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training to all personnel. Must have incident response plan and breach notification procedures. Must prevent pretexting through identity verification and employee training.","Insurance applicants, policyholders, beneficiaries, individuals obtaining insurance products for personal, family, or household purposes","State Insurance Commissioners; NAIC (National Association of Insurance Commissioners) for guidance and coordination; State Attorneys General","GLBA Section 509; 15 USC 6809; State Insurance Regulations; GLBA Safeguards Rule 16 CFR Part 314; NAIC Cybersecurity Best Practices","Active and Enforced","Issues life insurance policies; Provides property and casualty insurance coverage; Offers health and accident insurance; Provides mortgage guarantee insurance and title insurance; Handles claims administration; Manages policy renewals and underwriting; Must provide privacy notice to applicants and policyholders describing NPI collection and disclosure practices; Must disclose affiliate and non-affiliate categories to which information is shared; Must provide opt-out rights for non-affiliated third party sharing; Must implement Safeguards Rule information security program with nine required elements; Must conduct annual written risk assessments; Must encrypt policyholder data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for staff accessing policyholder information; Must conduct quarterly/biannual vulnerability assessments; Must conduct annual penetration testing; Must provide mandatory security awareness training to all personnel; Must maintain documented incident response plan; Must designate qualified individual responsible for information security; Must prevent pretexting through identity verification procedures and staff training"
glba_fi_005,Payday Lender,Entity,"Non-depository financial institution providing short-term, high-interest loans typically designed to bridge borrower cash flow gaps until next payday. Payday lenders are regulated by FTC under GLBA as non-bank financial institutions significantly engaged in lending activity.","Payday lenders are financial institutions under GLBA definition (engaged in lending activity financial in nature). Fall under FTC jurisdiction as non-bank financial institutions. Subject to GLBA Financial Privacy Rule, Safeguards Rule, and Pretexting Protection. Must provide privacy notices to borrowers describing how nonpublic personal information is collected and shared. Must implement information security program with nine required elements including risk assessment, safeguards, monitoring and testing, training, vendor oversight. Must encrypt borrower information at rest and in transit. Must implement MFA for employee access to borrower systems. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training. Must have incident response plan and breach notification procedures. Must prevent pretexting through employee training and identity verification. Subject to FTC enforcement.","Borrowers seeking short-term loans, low-income consumers, workers needing interim financing","FTC (federal regulator for non-bank payday lenders); State Attorneys General; State Finance Departments (state licensing)","GLBA Section 509; 15 USC 6809; FTC Safeguards Rule 16 CFR Part 314; Regulation P 16 CFR Part 1016","Active and Enforced","Originates short-term loans; Collects borrower income and employment verification; Requires authorization for automatic payment from borrower bank account; Issues loans typically due within 2-4 weeks; Processes loan rollovers and renewals; Manages default and collections procedures; Must provide privacy notice describing NPI collection and sharing practices; Must disclose categories of affiliates and non-affiliates to which NPI is shared; Must provide opt-out rights for non-affiliated third party sharing; Must implement GLBA Safeguards Rule information security program; Must conduct periodic written risk assessments; Must encrypt all borrower data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for systems accessing borrower information; Must conduct quarterly/biannual vulnerability scans; Must conduct annual penetration testing; Must provide security awareness training to all staff; Must have written incident response plan; Must designate qualified individual for information security; Must prevent pretexting through identity verification and employee training"
glba_fi_006,Tax Preparation Firm,Entity,"Professional service firm providing tax preparation, tax filing, and tax-related financial advice to individuals and businesses. Tax preparation firms that handle sensitive financial and personal information in connection with tax services are subject to GLBA.","Tax preparation firms significantly engaged in financial activities (providing financial/tax advice, handling financial information) are financial institutions under GLBA. Subject to FTC jurisdiction as non-bank financial institutions. Must provide privacy notices to clients describing how nonpublic financial information is collected, used, and disclosed. Must implement information security program under Safeguards Rule with nine required elements. Must conduct risk assessments and implement administrative, technical, and physical safeguards. Must encrypt client financial information at rest and in transit. Must implement MFA for employee access to client information systems. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training to all staff. Must have incident response plan and breach notification procedures. Must prevent pretexting through identity verification and employee training. Subject to FTC enforcement and state attorney general oversight.","Individual tax filers, business owners filing business tax returns, clients requiring tax planning and advisory services","FTC (federal regulator for non-bank tax preparation firms); State Attorneys General; IRS (for tax filing and reporting compliance)","GLBA Section 509; 15 USC 6809; FTC Safeguards Rule 16 CFR Part 314; Regulation P 16 CFR Part 1016; Treasury Circular 230 (tax practice standards)","Active and Enforced","Prepares individual and business tax returns; Provides tax planning and advisory services; Gathers client financial and personal information (income, deductions, credits); Files electronically with IRS and state tax authorities; Represents clients in tax matters with IRS; Handles estimated tax payments and refund processing; Must provide privacy notice to clients describing NPI collection, use, and disclosure practices; Must disclose categories of non-affiliated third parties receiving information; Must provide opt-out rights for non-affiliated third party sharing; Must implement information security program per Safeguards Rule; Must conduct annual written risk assessments; Must encrypt client data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for client information system access; Must conduct quarterly/biannual vulnerability assessments; Must conduct annual penetration testing; Must provide mandatory security awareness training to all personnel; Must maintain documented incident response plan; Must designate qualified individual (CISO/Security Officer); Must prevent pretexting through identity verification and employee training"
glba_fi_007,Investment Advisor,Entity,"Professional or firm providing investment advice, portfolio management, and financial planning services to individuals and institutions. Investment advisors managing client assets or providing advice on financial products are subject to GLBA as financial institutions.","Investment advisors registered with SEC or state regulators and significantly engaged in providing investment advice are financial institutions under GLBA. Subject to SEC oversight and GLBA requirements. Must provide privacy notices describing how client nonpublic financial information is collected, used, and disclosed. Must implement Safeguards Rule information security program with nine required elements. Must conduct risk assessments and implement administrative, technical, and physical safeguards. Must encrypt client financial information at rest and in transit. Must implement MFA for employee access to client portfolios and information. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training to all staff. Must have incident response plan and breach notification procedures. Must prevent pretexting through identity verification and employee training. Subject to SEC and/or state securities regulator enforcement.","Individual investors, high-net-worth individuals, institutional investors, retirement plan participants, clients seeking financial planning","SEC (for SEC-registered advisors); State Securities Regulators (for state-registered advisors); State Attorneys General","GLBA Section 509; 15 USC 6809; FTC Safeguards Rule 16 CFR Part 314 (applies to non-SEC-regulated advisors); SEC Safeguards Rule (for SEC-registered advisors); Regulation P 16 CFR Part 1016","Active and Enforced","Manages investment portfolios for clients; Provides financial planning and investment advice; Analyzes client financial situations and investment goals; Recommends investment strategies and asset allocations; Executes trades and manages transactions; Monitors portfolio performance and provides regular reporting; Handles client funds through custodians; Must provide privacy notice to clients describing NPI collection, use, and disclosure practices; Must disclose categories of affiliates and non-affiliates to which information is shared; Must provide opt-out rights for non-affiliated third party sharing; Must implement information security program meeting Safeguards Rule requirements; Must conduct periodic written risk assessments; Must encrypt all client financial data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for employee access to client accounts and portfolios; Must conduct quarterly/biannual vulnerability assessments; Must conduct annual penetration testing; Must provide security awareness training to all personnel; Must maintain documented incident response plan; Must designate qualified individual for information security oversight; Must prevent pretexting through identity verification and employee training"
glba_fi_008,Check Cashing Service,Entity,"Non-depository financial institution providing check cashing, money transfer, bill payment, and related financial services. Check cashing services process personal checks, payroll checks, and government benefit checks for customers who do not have bank accounts or prefer cash transactions.","Check cashing services engaged in financial activity (exchanging or transferring money) are financial institutions under GLBA. Subject to FTC jurisdiction as non-bank financial institutions. Must provide privacy notices to customers describing how nonpublic personal information is collected and shared. Must implement information security program under Safeguards Rule. Must conduct risk assessments and implement safeguards. Must encrypt customer information at rest and in transit. Must implement MFA for employee access to customer systems. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training. Must have incident response plan and breach notification procedures. Must prevent pretexting through identity verification and employee training. Subject to FTC enforcement and state licensing requirements.","Individuals without bank accounts (unbanked), low-income workers, contract workers, immigrants, individuals needing immediate cash access, customers seeking check cashing services","FTC (federal regulator for non-bank check cashing services); State Money Services Regulators; State Attorneys General; State Licensing Authorities","GLBA Section 509; 15 USC 6809; FTC Safeguards Rule 16 CFR Part 314; Regulation P 16 CFR Part 1016; State Money Services Laws","Active and Enforced","Cashes personal checks, payroll checks, government benefit checks; Provides money transfer services (domestic and international); Offers bill payment services; Provides prepaid card services; Operates retail storefront locations; Collects customer identification and information for transaction verification; Must provide privacy notice to customers describing NPI collection, use, and disclosure; Must disclose categories of non-affiliated parties receiving information; Must provide opt-out rights for non-affiliated third party sharing; Must implement Safeguards Rule information security program; Must conduct annual written risk assessments; Must encrypt customer data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for employee access to customer information; Must conduct quarterly/biannual vulnerability scans; Must conduct annual penetration testing; Must provide security awareness training to all staff; Must maintain documented incident response plan; Must designate qualified individual for information security; Must prevent pretexting through identity verification and employee training"
glba_fi_009,Wire Transfer Service,Entity,"Financial service provider processing domestic and international wire transfers, money movement, and fund transfers on behalf of customers. Wire transfer services handle customer funds and financial information and are subject to GLBA.","Wire transfer services engaged in activity of transferring and safeguarding money are financial institutions under GLBA. Subject to FTC jurisdiction if not regulated by banking regulators. Must provide privacy notices to customers describing how nonpublic information is collected and shared. Must implement information security program under Safeguards Rule. Must encrypt customer financial information at rest and in transit. Must implement MFA for employee access to systems. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training. Must have incident response plan and breach notification procedures. Must prevent pretexting through identity verification and employee training. Subject to FTC or banking regulator enforcement depending on regulatory status.","Individuals sending money domestically or internationally, immigrants sending remittances, businesses making wire transfers, individuals needing fund movement services","FTC (for non-bank wire services); Federal banking regulators (for bank wire services); State Money Transmitter Regulators; FinCEN (for AML/CFT oversight)","GLBA Section 509; 15 USC 6809; FTC Safeguards Rule 16 CFR Part 314; Regulation P 16 CFR Part 1016; Bank Secrecy Act (31 USC 5318); State Money Transmitter Laws","Active and Enforced","Processes domestic and international wire transfers; Facilitates fund movement between accounts; Handles customer funds and payment instructions; Interfaces with banking networks and payment systems; Collects customer identification and transaction information; Manages transaction compliance and fraud prevention; Must provide privacy notice to customers describing NPI collection, use, and disclosure; Must disclose categories of affiliates and non-affiliates receiving information; Must provide opt-out rights for non-affiliated third party sharing; Must implement GLBA information security program (Safeguards Rule); Must conduct annual written risk assessments; Must encrypt customer financial data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for systems handling wire transfer information; Must conduct quarterly/biannual vulnerability assessments; Must conduct annual penetration testing; Must provide security awareness training to all personnel; Must maintain incident response plan; Must designate qualified individual for information security; Must prevent pretexting through identity verification and employee training"
glba_fi_010,Collection Agency,Entity,"Debt collection agency attempting to recover unpaid debts on behalf of creditors. Debt collectors collect nonpublic personal and financial information about debtors and are subject to GLBA.","Debt collection agencies engaged in financial activity (handling financial information related to money owed) are financial institutions under GLBA. Subject to FTC jurisdiction. Must provide privacy notices describing how consumer financial information is collected and shared. Must implement information security program under Safeguards Rule. Must encrypt debtor financial information at rest and in transit. Must implement MFA for employee access to debtor information systems. Must conduct vulnerability assessments and penetration testing. Must provide security awareness training to staff. Must have incident response plan and breach notification procedures. Must prevent pretexting through identity verification and employee training. Subject to FTC enforcement, state attorney general oversight, and Fair Debt Collection Practices Act requirements.","Consumers with unpaid debts, individuals contacted for debt collection, borrowers in default, consumers with credit card debt or other consumer debts","FTC (federal regulator); State Attorneys General; State Licensing Authorities; Consumers (debtors)","GLBA Section 509; 15 USC 6809; FTC Safeguards Rule 16 CFR Part 314; Regulation P 16 CFR Part 1016; Fair Debt Collection Practices Act (15 USC 1692); State Debt Collection Laws","Active and Enforced","Collects unpaid debts on behalf of creditors and financial institutions; Collects consumer personal and financial information; Contacts consumers regarding outstanding debts; Negotiates settlements and payment arrangements; Reports collection activities to credit bureaus; Handles collection accounts and litigation support; Must provide privacy notice to consumers describing NPI collection, use, and disclosure; Must disclose categories of non-affiliated parties to which information is shared; Must provide opt-out rights for non-affiliated third party sharing; Must implement GLBA information security program; Must conduct annual written risk assessments; Must encrypt debtor data (AES-256 at rest, TLS 1.2+ in transit); Must implement MFA for employee access to debtor information; Must conduct quarterly/biannual vulnerability scans; Must conduct annual penetration testing; Must provide security awareness training to all staff; Must maintain documented incident response plan; Must designate qualified individual for information security; Must prevent pretexting through identity verification and employee training"
