from_node_type,from_node_id,relationship_type,to_node_type,to_node_id
Safeguard,6.4,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,6.5,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,6.6,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,6.6,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,6.7,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,6.8,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,7.1,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,7.1,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,7.2,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,7.2,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,7.3,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,7.3,APPLIES_TO_ASSET,AssetClass,Software
Safeguard,7.4,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,7.5,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,7.5,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,7.6,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,7.6,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,7.6,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,7.7,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,8.1,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,8.2,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,8.2,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,8.3,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,8.3,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,8.4,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,8.4,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,8.5,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,8.5,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,8.6,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,8.7,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,8.8,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,8.9,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,8.9,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,8.10,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,8.10,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,8.11,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,8.12,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,9.1,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,9.2,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,9.2,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,9.3,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,9.4,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,9.5,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,9.6,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,9.6,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,9.7,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,9.7,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,10.1,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,10.2,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,10.3,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,10.4,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,10.5,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,10.5,APPLIES_TO_ASSET,AssetClass,Software
Safeguard,10.6,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,10.7,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,11.1,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,11.1,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,11.2,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,11.3,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,11.4,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,11.5,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,12.1,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,12.2,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,12.2,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,12.3,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,12.4,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,12.4,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,12.5,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,12.5,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,12.6,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,12.7,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,12.7,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,12.8,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,12.8,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,13.1,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,13.2,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,13.3,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,13.4,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,13.5,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,13.5,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,13.6,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,13.7,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,13.8,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,13.9,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,13.10,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,13.11,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,14.1,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,14.1,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,14.2,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,14.3,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,14.4,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,14.4,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,14.5,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,14.5,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,14.6,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,14.7,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,14.8,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,14.8,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,14.9,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,15.1,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,15.2,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,15.2,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,15.3,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,15.4,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,15.4,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,15.5,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,15.6,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,15.7,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,15.7,APPLIES_TO_ASSET,AssetClass,Data
Safeguard,16.1,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.1,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,16.2,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.2,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,16.3,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.4,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.4,APPLIES_TO_ASSET,AssetClass,Software
Safeguard,16.5,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.5,APPLIES_TO_ASSET,AssetClass,Software
Safeguard,16.6,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.6,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,16.7,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.8,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.9,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,16.9,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.10,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.11,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.12,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.13,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,16.14,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,17.1,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,17.2,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,17.3,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,17.3,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,17.4,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,17.5,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,17.5,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,17.6,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,17.7,APPLIES_TO_ASSET,AssetClass,Users
Safeguard,17.8,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,17.9,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,18.1,APPLIES_TO_ASSET,AssetClass,Documentation
Safeguard,18.2,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,18.2,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,18.2,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,18.3,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,18.3,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,18.3,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,18.4,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,18.4,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,18.5,APPLIES_TO_ASSET,AssetClass,Networks
Safeguard,18.5,APPLIES_TO_ASSET,AssetClass,Devices
Safeguard,18.5,APPLIES_TO_ASSET,AssetClass,Applications
Safeguard,18.5,APPLIES_TO_ASSET,AssetClass,Users
